gadm_id_0	gadm_id_1	year	n
226	41	2014	42
226	42	2002	1
226	42	2006	1
226	42	2007	3
226	42	2009	1
226	42	2011	2
226	42	2012	3
226	42	2013	7
226	42	2014	5
226	43	2004	1
226	43	2005	4
226	43	2006	3
226	43	2007	1
226	43	2008	6
226	43	2009	4
226	43	2010	4
226	43	2011	8
226	43	2012	9
226	43	2013	10
226	43	2014	7
226	44	2011	1
226	44	2012	1
226	44	2013	1
226	44	2014	1
226	45	2000	1
226	45	2002	5
226	45	2003	3
226	45	2004	16
226	45	2005	22
226	45	2006	39
226	45	2007	51
226	45	2008	80
226	45	2009	80
226	45	2010	101
226	45	2011	106
226	45	2012	117
226	45	2013	129
226	45	2014	115
226	46	2002	1
226	46	2003	1
226	46	2005	3
226	46	2006	3
226	46	2007	4
226	46	2008	3
226	46	2009	10
226	46	2010	7
226	46	2011	9
226	46	2012	19
226	46	2013	9
226	46	2014	11
226	47	2004	1
226	47	2007	1
226	47	2008	3
226	47	2009	3
226	47	2011	1
226	47	2012	2
226	47	2013	2
226	47	2014	2
226	48	2003	2
226	48	2004	7
226	48	2005	14
226	48	2006	8
226	48	2007	10
226	48	2008	9
226	48	2009	13
226	48	2010	11
226	48	2011	12
226	48	2012	24
226	48	2013	21
226	48	2014	18
226	49	2005	2
226	49	2008	2
226	49	2009	2
226	49	2010	1
226	49	2011	2
226	49	2012	6
226	49	2013	3
226	49	2014	3
226	50	2004	2
226	50	2009	1
226	50	2011	3
226	50	2012	3
226	50	2013	3
226	50	2014	4
226	51	2004	2
226	51	2005	2
226	51	2006	2
226	51	2008	1
226	51	2009	2
226	51	2010	1
226	51	2012	3
226	51	2013	2
226	51	2014	3
226	52	2004	1
226	52	2006	3
226	52	2007	4
226	52	2008	2
226	52	2009	3
226	52	2010	4
226	52	2011	7
226	52	2012	5
226	52	2013	5
226	52	2014	12
226	53	2003	1
226	53	2004	1
226	53	2005	1
226	53	2006	5
226	53	2007	4
226	53	2008	7
226	53	2009	3
226	53	2010	2
226	53	2011	14
226	53	2012	12
226	53	2013	9
226	53	2014	11
226	54	2004	1
226	54	2008	3
226	54	2009	2
226	54	2010	2
226	54	2011	2
226	54	2012	2
226	54	2013	1
226	54	2014	4
226	55	2006	2
226	55	2007	2
226	55	2008	5
226	55	2009	1
226	55	2010	2
226	55	2011	1
226	55	2012	3
226	55	2013	4
226	55	2014	4
226	56	2005	1
226	56	2006	6
226	56	2007	2
226	56	2008	4
226	56	2009	8
226	56	2010	8
226	56	2011	15
226	56	2012	13
226	56	2013	11
226	56	2014	14
226	57	2004	2
226	57	2005	3
226	57	2006	1
226	57	2007	2
226	57	2008	10
226	57	2009	8
226	57	2010	5
226	57	2011	9
226	57	2012	4
226	57	2013	9
226	57	2014	14
226	58	2004	2
226	58	2006	3
226	58	2010	1
226	58	2012	1
226	58	2013	2
226	58	2014	1
226	59	2011	1
226	59	2012	2
226	60	2003	1
226	60	2005	1
226	60	2006	2
226	60	2007	3
226	60	2008	2
226	60	2009	1
226	60	2010	5
226	60	2011	3
226	60	2012	1
226	60	2013	4
226	60	2014	4
226	61	2005	1
226	61	2012	1
226	61	2013	1
226	61	2014	1
226	62	2007	1
226	62	2008	2
226	62	2009	1
226	62	2010	2
226	62	2011	1
226	62	2012	4
226	62	2013	3
226	62	2014	3
226	63	2007	1
226	63	2013	2
226	63	2014	1
226	65	2000	14
226	65	2001	32
226	65	2002	29
226	65	2003	26
226	65	2004	88
226	65	2005	128
226	65	2006	190
226	65	2007	221
226	65	2008	268
226	65	2009	291
226	65	2010	283
226	65	2011	348
226	65	2012	335
226	65	2013	403
226	65	2014	342
226	66	2004	1
226	66	2008	2
226	66	2009	2
226	66	2011	3
226	66	2012	3
226	66	2013	1
226	66	2014	3
226	67	2004	1
226	67	2006	1
226	67	2007	1
226	67	2011	2
226	67	2012	2
226	67	2013	2
226	67	2014	2
226	68	2004	1
226	68	2007	1
226	68	2008	7
226	68	2009	7
226	68	2010	7
226	68	2011	6
226	68	2012	9
226	68	2013	14
226	68	2014	15
226	69	2005	1
226	69	2006	4
226	69	2007	4
226	69	2008	5
226	69	2009	1
226	69	2010	8
226	69	2011	5
226	69	2012	14
226	69	2013	8
226	69	2014	17
226	70	2000	2
226	70	2001	2
226	70	2002	2
226	70	2003	1
226	70	2004	3
226	70	2005	5
226	70	2006	8
226	70	2007	10
226	70	2008	14
226	70	2009	18
226	70	2010	15
226	70	2011	21
226	70	2012	24
226	70	2013	21
226	70	2014	28
226	71	2002	1
226	71	2003	1
226	71	2004	1
226	71	2005	2
226	71	2006	2
226	71	2007	3
226	71	2008	4
226	71	2009	11
226	71	2010	5
226	71	2011	5
226	71	2012	9
226	71	2013	10
226	71	2014	7
226	72	2006	1
226	72	2008	1
226	72	2010	1
226	72	2012	1
226	72	2013	4
226	72	2014	2
226	73	2000	2
226	73	2001	2
226	73	2002	2
226	73	2003	4
226	73	2004	16
226	73	2005	14
226	73	2006	25
226	73	2007	33
226	73	2008	34
226	73	2009	44
226	73	2010	48
226	73	2011	34
226	73	2012	67
226	73	2013	78
226	73	2014	67
226	74	2000	1
226	74	2004	1
226	74	2006	3
226	74	2008	2
226	74	2009	5
226	74	2010	4
226	74	2011	10
226	74	2012	6
226	74	2013	12
226	74	2014	29
226	75	2010	1
226	76	2005	2
226	76	2006	2
226	76	2007	2
226	76	2008	4
226	76	2009	7
226	76	2010	8
226	76	2011	6
226	76	2012	4
226	76	2013	2
226	76	2014	3
226	77	2002	1
226	77	2004	1
226	77	2005	1
226	77	2006	3
226	77	2007	1
226	77	2008	3
226	77	2009	3
226	77	2010	1
226	77	2011	2
226	77	2012	4
226	77	2013	3
226	77	2014	1
226	78	2009	1
226	78	2012	1
226	78	2013	1
247	1	2002	2
247	1	2003	2
247	1	2004	30
247	1	2005	23
247	1	2006	31
247	1	2007	81
247	1	2008	101
247	1	2009	128
247	1	2010	142
247	1	2011	162
247	1	2012	199
247	1	2013	244
247	1	2014	190
247	2	2002	2
247	2	2003	5
247	2	2004	235
247	2	2005	285
247	2	2006	348
247	2	2007	399
247	2	2008	508
247	2	2009	581
247	2	2010	591
247	2	2011	630
247	2	2012	809
247	2	2013	1005
247	2	2014	948
247	3	2001	1
247	3	2004	4
247	3	2005	10
247	3	2006	9
247	3	2007	9
247	3	2008	22
247	3	2009	22
247	3	2010	19
247	3	2011	21
247	3	2012	24
247	3	2013	40
247	3	2014	45
247	4	2000	1
247	4	2003	2
247	4	2004	92
247	4	2005	97
247	4	2006	122
247	4	2007	148
247	4	2008	172
247	4	2009	172
247	4	2010	197
247	4	2011	164
247	4	2012	294
247	4	2013	457
247	4	2014	501
247	5	2002	1
247	5	2004	20
247	5	2005	18
247	5	2006	22
247	5	2007	31
247	5	2008	40
247	5	2009	51
247	5	2010	49
247	5	2011	47
247	5	2012	63
247	5	2013	90
247	5	2014	106
247	6	2003	1
247	6	2004	11
247	6	2005	8
247	6	2006	18
247	6	2007	22
247	6	2008	30
247	6	2009	44
247	6	2010	42
247	6	2011	37
247	6	2012	41
247	6	2013	107
247	6	2014	95
247	7	2007	1
247	7	2011	1
247	7	2014	3
247	8	2004	8
247	8	2005	7
247	8	2006	9
247	8	2007	3
247	8	2008	6
247	8	2009	5
247	8	2010	4
247	8	2011	9
247	8	2012	7
247	8	2013	5
247	8	2014	13
		1994	1
		2000	17
		2001	18
		2002	27
		2003	32
		2004	341
		2005	442
		2006	582
		2007	630
		2008	928
		2009	992
		2010	1105
		2011	1263
		2012	1515
		2013	1658
		2014	1674
